,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SAMD11,30.309031962389287,-0.03995145569132089,0.07676305193818649,-0.5204516324271713,0.6027488310259459,0.738945558944543
NOC2L,628.2977393579738,0.0400646647478462,0.03279876696874637,1.2215296015860424,0.2218855647886404,0.37137318200949443
KLHL17,44.734885080119916,-0.008029003384499491,0.067491203161864,-0.11896370205823048,0.9053041130732202,0.9482331434057868
PLEKHN1,2.001456168522927,0.18898740120761953,0.12798322238195364,1.4766576250409196,0.13976743646861273,0.26184638923675047
PERM1,0.7466269925906454,-0.07714263261418776,0.17850484082439347,-0.4321598913391815,0.6656252080867961,0.7867066495480388
HES4,14.404055436234177,-0.09349137025455204,0.10096673423643472,-0.9259621098135395,0.3544656716171952,0.5179214127639706
ISG15,82.475601301288,-0.14435089182910082,0.11087393839969524,-1.3019370819923684,0.19293789478826928,0.3343924204488353
AGRN,210.6623102163803,-0.09031047046565124,0.07817035207514463,-1.1553033607784753,0.24796622018693826,0.40333321754495205
LOC100288175,1.6719884004570242,0.1893677404500624,0.12030767190773613,1.574028800052655,0.1154807913982383,0.22729258955755247
LOC112267874,0.6018286375607697,0.32385634392214946,0.20700760639136093,1.5644659129572205,0.11770819202212111,0.23058388137569302
LOC105378948,2.3172562299410995,0.35641990619817077,0.11914602253622927,2.9914545077641392,0.00277651903925825,0.011076027249681722
RNF223,0.020891671969422137,-0.1635714692835017,1.7980383042430994,-0.09097218279360215,0.9275146942969525,
C1orf159,34.871039188209515,0.04331339295040014,0.08803456681691212,0.49200438551007114,0.62271624329522,0.7543300571946534
LINC01342,0.11859037965102143,-0.027592059309443903,0.6325180919831376,-0.04362256140837705,0.9652052674104231,
MIR200B,0.0,,,,,
MIR200A,0.04592188096263955,-0.08826266337315432,1.1643925789657206,-0.07580146504502305,0.9395770505431823,
MIR429,0.042881521983365055,-0.08818690964933366,1.214314613035145,-0.07262278548136136,0.9421062944016866,
TTLL10-AS1,27.116987936544444,0.25565207248647864,0.08653354359410653,2.9543696220928846,0.003133085065924803,0.012254730391827907
TTLL10,44.84338443586074,0.03846264716750395,0.05534157060716594,0.6950046185086693,0.4870524071927911,0.6424794576260713
TNFRSF18,5.271895362852832,0.033225677537583036,0.10253646501216897,0.3240376731696361,0.7459095126021074,0.8449686799435651
TNFRSF4,19.231411543325105,-0.1322099444585473,0.0966874044712855,-1.3673957345479408,0.17150129859862395,0.3064276814618056
SDF4,1351.3763370008353,0.06632087381623822,0.03819742780235985,1.7362654406834406,0.08251691092080757,0.17562314465772455
B3GALT6,192.57036059353257,-0.028979823437356122,0.031109664884000885,-0.9315376281105457,0.35157552974714157,0.5153737930594408
C1QTNF12,5.317243132756767,-0.011880810525475795,0.11316105771526341,-0.1049902746170009,0.9163835257996296,0.9549438022942106
UBE2J2,358.44348540713924,0.00918516277393089,0.022615243184608832,0.4061491932212341,0.6846329823020995,0.8008070897919656
LINC01786,23.085248250300975,0.16613009489142186,0.07374629438325402,2.2527246457707566,0.024276515982450432,0.06709146235149938
SCNN1D,44.02399127871239,0.16994156046255737,0.08121054281909068,2.09260466145546,0.036384460111532665,0.09284397367331906
ACAP3,365.7448111846807,0.06910038572724728,0.057226999019496225,1.2074787584738804,0.22724782064433202,0.3782621048858192
MIR6726,0.16598853137970157,-0.25327334414454195,0.3899979277528765,-0.6494222818153779,0.5160654656769164,
SNORD167,3.874989021089307,0.22327093509660778,0.09864382567671326,2.2634050693485532,0.02361073054607794,0.06555251128356522
PUSL1,48.38011255615445,-0.05016918195131576,0.06438013775697428,-0.7792649052833217,0.4358236833460649,0.596831318186447
INTS11,635.7379262352762,0.1102883763979669,0.040894115001607015,2.69692537406991,0.006998295178525314,0.024106735544587934
MIR6727,0.5857785246077396,-0.18085326781826028,0.19567923871417273,-0.9242332963203693,0.3553648634167492,0.5186852988384448
CPTP,99.42573842728267,-0.06183631206332326,0.06722934817273031,-0.9197815201844456,0.35768694226873554,0.5211716846338805
TAS1R3,5.789297194309211,-0.0038224877974422614,0.08188617204482267,-0.04668050419245287,0.9627678688052295,0.9805860371754775
DVL1,250.40674496454838,0.0798738183028391,0.07565547723451699,1.0557572461706388,0.2910791356917618,0.4526123999830559
MIR6808,0.3661557891224058,0.3991305364650897,0.2542811309717352,1.569642760907239,0.11649824449509477,0.22868461148125113
MXRA8,2424.468689081725,-0.05645607427355753,0.043348681275554024,-1.3023712051281076,0.19278952107766434,0.3342209167241217
AURKAIP1,506.7405965508801,-0.19224716343038206,0.05667478014923717,-3.3921113222522075,0.0006935625527477339,0.0034046566598010947
CCNL2,3720.493823111537,0.013130898324394229,0.025586747410324646,0.5131913843451515,0.607817452090653,0.7431820304038302
MRPL20-AS1,362.6946340355608,-0.025797964515899486,0.026349920054226525,-0.9790528571930712,0.327553863299507,0.49052286055945343
MRPL20,949.2319862326779,-0.10164505365231122,0.03897014505659873,-2.6082800950493223,0.009099845986833176,0.029985055141327155
LOC107984868,19.172968659460363,-0.11922762435503519,0.06439748638779953,-1.8514328903623718,0.06410730102154198,0.14438219602254868
ANKRD65,145.93312691855735,-0.2173790962411224,0.06751435122598196,-3.2197465026882623,0.0012830399886487682,0.005757766426004395
ANKRD65-AS1,14.51515760115899,-0.1089586239790502,0.06605145307006623,-1.6496022254570055,0.09902431953661922,0.202050175373362
TMEM88B,0.033118908322687116,-0.17891085733744086,1.5526582257342227,-0.11522874408038981,0.9082638159355795,
LINC01770,13.814321808904593,-0.17072736178167094,0.0804234249783607,-2.1228561433140665,0.03376590848403007,0.08747927511659452
LOC107985729,2.850527118147796,0.03450071166661411,0.11768080390385548,0.2931719577204876,0.7693907173292311,0.8610168300798622
VWA1,208.98003701689078,-0.18041216950463473,0.08349276171551859,-2.1608120967341526,0.03070985725837578,0.08114446871281228
ATAD3C,24.029501635968877,-0.17155947248645576,0.05644217440558201,-3.039561715919451,0.002369226549123694,0.00968984084335083
ATAD3B,190.97925279980598,0.09004020242482236,0.058875537880651405,1.5293312921802242,0.12618233590962502,0.24268619366703775
ATAD3A,113.45530930499345,-0.012747228311461805,0.059850492002277336,-0.2129845200099068,0.8313390369196749,0.9021316523400079
TMEM240,2.384528821924928,0.15733678550709948,0.1302485148842767,1.2079737388705751,0.22705736383135788,0.37801871864606373
SSU72,1464.3396633624243,-0.10065218937400579,0.03465134166411478,-2.9047126183354117,0.0036759044143973613,0.014026277092617676
FNDC10,9.460026591296693,-0.24347477795126987,0.10556815525475229,-2.3063278633952407,0.021092319363468077,0.059850876962081086
LOC105378586,0.6593039922770473,0.2936209228111782,0.20576762175651597,1.4269539605148311,0.15359316556471464,0.28166388471220805
MIB2,227.20497027650214,0.041384164735882294,0.04556057836864637,0.9083327345194946,0.3637024526775323,0.527746182686501
MMP23B,20.581414853040123,0.04145678366021532,0.06443249013718452,0.6434142708429991,0.5199553258765055,0.6718826657821987
CDK11B,775.2322263430514,0.10925716443031924,0.025388763715242055,4.303366861645457,1.6822195393466075e-05,0.0001329514707204556
SLC35E2B,1678.8240876053155,0.04333569571099329,0.034812567856577,1.244829048219896,0.2131945960342122,0.3603509255907858
MMP23A,3.6658666649544736,0.1946738289717031,0.1635253606064679,1.190480964235239,0.2338574074781924,0.38639475719823707
CDK11A,542.2847558629882,0.1319997926993042,0.03728442494866895,3.540346750178765,0.0003996016346843187,0.002108329397668848
